Name,Tag,Area,Address,Category,Price,Timings
Pizza One,QUICK BITES,"Como Lake Village, Coquitlam","Como Lake Village, 1912-1960 Como Lake Avenue, Coquitlam V3J3P8",Pizza,10,YES
Prairie Cafe,CASUAL DINING,Fleetwood,"15280 Fraser Highway, Surrey V3R4E4","Diner, Chinese, Asian",101010,YES
Twin Bridges,CASUAL DINING,"Annacis Island, North Delta","Annacis Island, 1-1080 Cliveden Avenue, Metro Vancouver V3M6G6",Diner,101010,NO
Sandwich Plus Wrap,FOOD COURT,"International Food Fair, Downtown","International Food Fair, Food Court, 530 Hornby Street, Vancouver V6C3B6","Healthy Food, Sandwich",10,YES
Mary's Italian Gelato & Ice Cream,DESSERT PARLOR,Steveston,"120-12240 Second Avenue, Richmond V7E 3L8","Desserts, Bubble Tea",10,NO
Espresso Cafe,CAF�,Newton,"1112-137th Street, Surrey V3W 0M7",Cafe,10,NO
Pine House Bread & Cake Shop,FOOD COURT,"Parker Place, Richmond","Parker Place, 1060-4380 Number 3 Road, Richmond V6X4E8","Bakery, Chinese, Asian",10101010,YES
Manoush'eh,CASUAL DINING,Downtown,"620 Davie Street, Vancouver V6B 2G5",Lebanese,10101010,NO
Lupita Mexican Foods,QUICK BITES,Maple Ridge,"22349 Selkirk, Metro Vancouver V2X2X6",Mexican,10101010,NO
The Artful Dodger Pub,BAR,Township of Langley,"2364 200 Street, Langley",Bar Food,101010,YES
THE MILL CAFE,CAF�,Central Burnaby,"5308 Grimmer Street Burnaby, Burnaby V5H 2H2","Cafe, Coffee and Tea, Desserts",10,YES
Grand Chinese Hot Pot,CASUAL DINING,Victoria-Fraserview & Killarney,"6967 Victoria Drive, Vancouver V5P3Y7","Chinese, Asian, Bubble Tea",10101010,YES
Ban Chok Dee Thai Cuisine,CASUAL DINING,Maple Ridge,"20395 Lougheed Highway, Unit 400, Maple Ridge, Metro Vancouver V2X 2P9",Thai,10101010,YES
720 Sweets,DESSERT PARLOR,West Richmond,"1121-8328 Capstan Way, Richmond V6X 4B6",Desserts,10101010,YES
Fraser Valley Juice and Salad,QUICK BITES,"The Public Market, Granville Island","The Public Market, 113-1689 Johnston Street, Vancouver V6H3R9","Healthy Food, Juices",10101010,YES
The Tiki Bar - Waldorf Hotel,BAR,"Waldorf Hotel, Grandview","Waldorf Hotel, 1489 East Hastings, Vancouver V5L 1S4",Bar Food,1010,NO
Hendricks,COCKTAIL BAR,Downtown,"433 Robson Street, Vancouver V6B 6L9","Canadian, Bar Food",1010,YES
Cornerstone Coffee Bar,CAF�,Kitsilano,"2698 West 4th Avenue, Vancouver V6K3W1",Cafe,101010,YES
Take Five Cafe,FOOD COURT,"Richmond Centre, Richmond","Richmond Centre, 9Z-6551 Number 3 Road, Richmond V6Y2B5",Cafe,10101010,NO
Ice Dream Cafe,DESSERT PARLOR,Downtown,"531 Richards Street, Vancouver V6B","Ice Cream, Desserts",1010,NO
Ruben's Restaurant,QUICK BITES,Fleetwood,"15282 Fraser Highway, Surrey V3R",Filipino,10101010,YES
Best Quality Sweets & Restaurant,CASUAL DINING,Punjabi Market,"7260 Main Street, Vancouver V5X3J1","Indian, Pakistani",101010,YES
Showshaa - The Modern Taproom,BAR,South Surrey,"3020, 152 Street, Surrey V4P 3N7","Tapas, Indian, Fusion",101010,YES
Fat Tuna,CASUAL DINING,Coquitlam,"931 Brunette Avenue, Coquitlam V3K 1R1",Japanese,10,YES
One More Thai Restaurant,CASUAL DINING,North Delta,"7158 120 Street, Metro Vancouver","Thai, Malaysian, Asian",10101010,NO
Five Loaves Two Fish,FOOD TRUCK,Cariboo & Lougheed,"Location Varies, Burnaby V3N4R7","Desserts, Korean",10101010,NO
Sun Century,FOOD COURT,"Yaohan Centre, Central Richmond","Yaohan Centre, Food Court, 1080-3700 Number 3 Road, Richmond V6X","Chinese, Cantonese",101010,YES
Cazba Express,FOOD TRUCK,Downtown,"Location Varies, Vancouver",Middle Eastern,101010,YES
Gong Cha,CAF�,Central Richmond,"130 - 6068 No. 3 Road, Richmond, Richmond V6Y 2B3","Cafe, Tea",101010,NO
Richlea Bakery,BAKERY,"Ladner Centre, Ladner","Ladner Centre, 5166 48 Avenue, Metro Vancouver V4K1W4",Bakery,1010,YES
Sushi Express,QUICK BITES,Port Coquitlam,"2570 Kingsway, Metro Vancouver V3C 1T6","Sushi, Japanese, Asian",101010,YES
Grand Noodle Emporium,CASUAL DINING,"AMS Student Nest, UBC","AMS Student Nest, Lower Floor, 6133 University Boulevard, Vancouver",Asian,1010,YES
Localz Urban Cafe,CAF�,Ladner,"4840 Delta Street, Vancouver, Metro Vancouver V4K 2T9",Cafe,10,NO
Woon Lee Inn,CASUAL DINING,Upper Lonsdale,"3707 Delbrook Avenue, North Vancouver V7N","Cantonese, Chinese, Asian",10,NO
Kam Wah,CASUAL DINING,City of Langley,"20611 Fraser Highway, Langley V3A4G4","Chinese, Asian",101010,YES
Felicia's,CASUAL DINING,Hastings-Sunrise,"2492 East Hastings Street, Vancouver V5K1Y8",Italian,10,NO
Ming & Sing Chinese Express,QUICK BITES,"Ricoan Langley Centre, City of Langley","Riocan Langley Centre, 20090 Langley Bypass, Langley V3A9J7","Chinese, Asian, Fast Food",101010,YES
Guang Dong Flavor Fast Food,FOOD COURT,"Richmond Public Market, Richmond","Richmond Public Market, Level 2, Food Court, 2430-8260 Westminster Highway, Richmond V6X1A7","Fast Food, Chinese, Asian",101010,YES
Pie R Squared,QUICK BITES,"AMS Student Nest, UBC","AMS Student Nest, Lower Floor, 6133 University Boulevard, Vancouver",Pizza,101010,YES
Taco Del Mar,QUICK BITES,"Oxford Market, Port Coquitlam","2020 Oxford Connector Suite 113, Metro Vancouver V3C0A4","Mexican, Fast Food",101010,YES
QQ Gelato,DESSERT PARLOR,Coal Harbour,"30-1055 Canada Place, Vancouver","Desserts, Beverages, Bubble Tea",10101010,NO
Blue Chip Cafe,QUICK BITES,"AMS Student Nest, UBC","UBC, Student Union Building, Main Floor, 6133 University Boulevard, Vancouver",Cafe,10101010,NO
Healthfare,FOOD COURT,"Harbour Centre, Downtown","Harbour Centre, Food Court, 555 West Hastings Street, Vancouver",Healthy Food,10,NO
Cuppa Joy Coffee House,CAF�,"Jericho Village, Point Grey","Jericho Village, 295-2083 Alma Street, Vancouver V6R4N6",Cafe,10,YES
Agora Caf�,CAF�,UBC,"59-2357 Main Mall, Vancouver V6T1Z4",Cafe,10,YES
Horseshoe Bay Restaurant,CASUAL DINING,Horseshoe Bay,"6612 Royal Avenue, West Vancouver V7W","Chinese, Asian",10101010,YES
Taste of Himalayas,CASUAL DINING,Newton,"Unit 209 7115 138 street, Surrey, British Columbia, Surrey",Nepalese,1010,NO
Mei Yee Bakery,BAKERY,Kensington,"5692 Victoria Drive, Vancouver V5P3W2","Bakery, Chinese, Asian",1010,YES
Madras Club House,CASUAL DINING,Newton,"Suite 130 -13737, 72 Avenue, Surrey V3W 0T1",Indian,10,NO
Chun Hing,FOOD COURT,"Yaohan Centre, Central Richmond","Yaohan Centre, Food Court, 1040-3700 Number 3 Road, Richmond V6X","Fast Food, Chinese",1010,NO
The Rusty Gull,BAR,Lower Lonsdale,"175 East 1st Street, North Vancouver",Bar Food,1010,NO
Mei Jan Hong Singapore Beef & Pork Jerky,QUICK BITES,"Aberdeen Centre, Richmond","Aberdeen Centre, 1858-4151 Hazelbridge Way, Richmond V6X 4J7","Singaporean, Asian",10101010,YES
Terroir Kitchen,FINE DINING,Dundarave,"2232 Marine Drive, Metro Vancouver, West Vancouver V7V","French, Italian",10,YES
Wheat House Pizza,QUICK BITES,"Minoru Plaza, Central Richmond","Minoru Plaza, 130-7771 Westminster Highway, Richmond V6X 4J4","Pizza, Fast Food",1010,YES
The Original Beanery,CAF�,UBC,"2706 Fairview Crescent, Vancouver V6T2B9",Cafe,10101010,NO
Maizal,QUICK BITES,Mount Pleasant,"2815 Main St, Vancouver, Vancouver, Metro Vancouver, Mount Pleasant, Vancouver, Vancouver",Mexican,101010,NO
Sushi Moon,CASUAL DINING,Punjabi Market,"6520 Fraser Street, Vancouver V5X 3T3","Sushi, Japanese",10101010,YES
Pizza Plus,QUICK BITES,Punjabi Market,"6262 Fraser Street, Vancouver V5W3A1","Pizza, Indian, Fast Food",1010,YES
The Lobsterman,QUICK BITES,Granville Island,"1807 Mast Tower Road, Vancouver",Seafood,1010,YES
Dining Wok Shanghai Restaurant,CASUAL DINING,White Rock,"15246 Russell Avenue, Metro Vancouver V4B","Chinese, Asian",10,YES
Donair Stop,QUICK BITES,Downtown,"898 Granville Street, Vancouver V6B 2C9","Kebab, Fast Food",1010,NO
Cravings Restaurant And Sports Bar,CASUAL DINING,Marpole,"8808 Osler Street, Vancouver V6P 4G2","Burger, Sandwich, American",10,YES
Metrotown Polish Deli,QUICK BITES,South Burnaby,"5068 Kingsway, Burnaby V5H2E7","Deli, Eastern European",10,NO
Great Pizza,QUICK BITES,Fleetwood,"Fleetwood Town Square, 203-15988 Fraser Highway, Surrey V4N0X8","Pizza, Indian",10101010,NO
Chef Hung Taiwanese Beef Noodle,CASUAL DINING,North Burnaby,"Unit 109 - 9055 University High St, Burnaby, Metro Vancouver, Burnaby","Asian, Chinese, Taiwanese",10101010,YES
Shannon Donair,QUICK BITES,Cloverdale,"17581 57th Avenue, Surrey V3S1G7","Mediterranean, Middle Eastern, Kebab",1010,NO
Crossroads Cafe,CAF�,Downtown,"160-777 Hornby Street, Vancouver V6C 1S4",Cafe,10101010,NO
Sashimi Sushi,CASUAL DINING,"Coquitlam Centre, Coquitlam","Coquitlam Centre, Second Floor, 1046-2929 Barnet Highway, Coquitlam V3B 0B9","Sushi, Japanese, Asian",10101010,YES
Yummy Pizza,QUICK BITES,West End,"1168 Davie Street, Vancouver V6E 1N1",Pizza,10,YES
Cafe Phuong Truc,CASUAL DINING,Mount Pleasant,"128 East Broadway, Vancouver, Vancouver",Vietnamese,10,YES
Krung Tiep Thai Cuisine,CASUAL DINING,Downtown,"809 Seymour Street, Vancouver V6B 3L4",Thai,10,YES
Countryside Chinese Noodle Restaurant,CASUAL DINING,Central Richmond,"108-8571 Alexandra Road, Richmond V6X 1C3","Chinese, Asian",101010,YES
Rainbow Sushi Express,CASUAL DINING,Hastings-Sunrise,"2526 East Hastings Street, Vancouver V5K1Z2","Sushi, Japanese, Asian",10101010,NO
Rain City Juicery,BEVERAGE SHOP,New Westminster,"417 Front Street, Metro Vancouver","Juices, Beverages",10,YES
Giggle Dam Dinner Theatre,QUICK BITES,Port Coquitlam,"2616 Shaughnessy Street, Metro Vancouver V3C0E1",Canadian,101010,YES
Porto Fino Express,CASUAL DINING,"Boundary Park, Newton","134-6350 120th Street, Surrey V3X 3K1","Greek, Mediterranean, Pizza",101010,YES
Lotus Garden Express,QUICK BITES,Township of Langley,"26426 56 Avenue, Langley V4W 3Z3","Chinese, Asian, Fast Food",10101010,NO
TJ's Restaurant,CASUAL DINING,Aldergrove,"27125 Fraser Highway, Langley V4W3R2",Greek,10,NO
Dock's Fish & Chips,CASUAL DINING,"West Beach, White Rock","West Beach, 15061 Marine Drive, Metro Vancouver V4B","Seafood, British",10101010,NO
Wonder Wok,FOOD COURT,"Richmond Public Market, Richmond","Richmond Public Market, Second Floor, Food Court, 2375-8260 Westminster Highway, Richmond V6X1A7","Fast Food, Chinese, Asian",101010,YES
Joy Sushi,CASUAL DINING,Central Burnaby,"4248 Dawson Street, Burnaby, Burnaby V5C 0B8","Japanese, Sushi",101010,NO
Mama's Dumpling & Coffee,CASUAL DINING,East Richmond,"103-11782 Hammersmith Way Richmond, BC, Richmond","Chinese, Coffee and Tea, Shanghai",10101010,YES
Kingswood Pub,BAR,East Richmond,"9371 Number 5 Road, Richmond V7A4T9",Bar Food,10,NO
Fortune Lamb Dining,CASUAL DINING,Downtown,"3-3377 Kingsway, Metro Vancouver, Vancouver",Chinese,101010,NO
Cravings Coffee & Bakery,CAF�,Township of Langley,"114-4061 200 Street, Langley V3A",Cafe,101010,YES
Bibiko,FOOD COURT,"International Food Fair, Downtown","International Food Fair, Food Court, 530 Hornby Street, Vancouver V6C 2E7","Fast Food, Korean, Asian",10101010,NO
Northlands Bar and Grill,CASUAL DINING,Deep Cove,"3400 Anne Macdonald Way, North Vancouver V7G2S7","Grill, Bar Food",1010,YES
La Ruota Pizzeria,PIZZERIA,Coquitlam,"1168 The High Street, Metro Vancouver, Coquitlam","Italian, Pizza",10,YES
Fresh Roundtable Pizza and Curry House,QUICK BITES,Cloverdale,"101-16793 60 Avenue, Surrey V3S3X7","Pizza, Indian",10101010,NO
Yandoux Patisserie,DESSERT PARLOR,Downtown,"1731 Manitoba St, Vancouver, BC V5Y 0H8, Vancouver",Desserts,10,NO
Panago,QUICK BITES,"Minoru Plaza, Central Richmond","Minoru Plaza, 140-7771 Westminster Highway, Richmond V7C3L5","Pizza, Fast Food",10101010,YES
Dougie Dog Diner Truck,FOOD TRUCK,Downtown,"Location Varies, Vancouver V6B2R4",American,10101010,YES
Chef Hung Taiwanese Beef Noodle,CASUAL DINING,Kerrisdale,"2028 41st Avenue West, Vancouver V6M 1Y8","Taiwanese, Asian",1010,YES
Deja Brew Coffee Shop,CAF�,Fairview,"160-943 West Broadway, Vancouver V5Z4E1",Cafe,101010,YES
Milsean Shoppe,CAF�,Aldergrove,"2900 272 Street, Langley V4W2T9",Cafe,10,YES
Pacific Kabab Hut & Catering,QUICK BITES,Whalley,"10731 King George Boulevard, Surrey V3T 2X6","Greek, Middle Eastern",1010,NO
Cor's 2 For 1 Pizza,QUICK BITES,Aldergrove,"27256 Fraser Highway, Langley V4W3P8",Pizza,10101010,NO
De Fresh Bakery,BAKERY,"Crystal Mall, Central Burnaby","Crystal Mall, 4500 Kingsway, Burnaby V5H 2B1","Bakery, Chinese, Asian",1010,NO
Nulife Living Food Cafe,CAF�,Coquitlam,"2957 Glen Drive, Unit 108, Coquitlam, Coquitlam V3B 0B8","Cafe, Vegetarian, Healthy Food, Coffee and Tea",101010,NO
Zorro's Pizza,QUICK BITES,Renfrew-Collingwood,"4453 Boundry Road, Vancouver V5R2N3","Pizza, Fast Food",1010,NO
Macao Restaurant,CASUAL DINING,Mount Pleasant,"2415 Main St, Vancouver, Vancouver V5T 3E1",Chinese,1010,NO
Seven Dining Lounge,CASUAL DINING,Mount Pleasant,"53 West Broadway, Vancouver V5Y 1P1",Canadian,10,NO
Good Earth Coffeehouse,CAF�,Point Grey,"2505 Alma Street, Vancouver V6R 2C1","Cafe, Coffee and Tea",1010,NO
"Hey, Dumplings",QUICK BITES,Chinatown,"208 Keefer St, Vancouver , Vancouver V6A 2Z9",Chinese,10101010,YES
Scent of a Sandwich,CAF�,Chinatown,"100-418 Main Street, Vancouver V6A1T5",Cafe,10,NO
Neptune Chinese Kitchen,CASUAL DINING,West End,"1143 Davie Street Vancouver, West End, Vancouver, Vancouver",Chinese,101010,NO
Joy G,BEVERAGE SHOP,Central Richmond,"2110 - 8391 Alexandra Road, Richmond, Richmond V6X","Bubble Tea, Beverages, Chinese, Asian",1010,YES
Illumination Summer Night Market,,Downtown,"12631 Vulcan Way, Richmond BC, Metro Vancouver, Vancouver",Taiwanese,101010,YES
Cultive Frozen Yogurt,DESSERT PARLOR,South Surrey,"Shops Of High Street, 100-2940 King George Boulevard, Surrey V4P 1A2","Frozen Yogurt, Desserts",101010,YES
Fringe,BAR,Kitsilano,"3124 West Broadway, Vancouver V6K 2G9",Bar Food,1010,YES
Hitori Japanese Restaurant,CASUAL DINING,Township of Langley,"22259 48 Avenue, Langley V1A 8T1",Japanese,10101010,YES
Best Garden Restaurant,CASUAL DINING,"Tsawwassen Shopping Centre, Tsawwassen","1284 56 Street, Metro Vancouver V4L","Chinese, Asian",10101010,YES
BG Urban Cafe,CAF�,East Richmond,"120-13711 International Place, Richmond V6V2Z8",Cafe,10101010,YES
Kasuga Sushi & Grill,FOOD COURT,"Crystal Mall, Central Burnaby","Crystal Mall, Food Court, 4500 Kingsway, Burnaby V5H2B1","Fast Food, Sushi, Japanese, Asian",10101010,NO
MaMa Rich,QUICK BITES,Central Burnaby,"4949 Kingsway, Burnaby","Chinese, Asian",10101010,YES
Xiang Yuan Qiao Bridge Rice Noodle,CASUAL DINING,"Crystal Mall, Central Burnaby","Crystal Mall, Food Court, 2128-4500 Kingsway, Burnaby V5H 2B1",Chinese,10101010,NO
Pizza Inn,QUICK BITES,Township of Langley,"107 - 19390 68th Avenue, Surrey, Langley V4N5V5",Pizza,1010,NO
Firecrust Neapolitan Pizzeria,FAST CASUAL,Downtown,"808 Davie Street, Vancouver, Vancouver V6Z 2S2",Pizza,10101010,NO
Dumpling House,QUICK BITES,Renfrew-Collingwood,"3141 Kingsway, Vancouver V5R 5J9","Chinese, Northern Chinese",1010,YES
Kolbeh Deli & Restaurant,QUICK BITES,Central Lonsdale,"731 Lonsdale Avenue, North Vancouver V7M",Middle Eastern,101010,YES
Nelly's Grill,CASUAL DINING,Kitsilano,"2061 West 4th Avenue, Vancouver",Diner,10,YES
The Brighton,BAR,Hastings-Sunrise,"2471 East Hastings Street, Vancouver V5K1Y8",Bar Food,10,NO
Tasty Honkin' Donair,QUICK BITES,"Meridian Gateway Plaza, Port Coquitlam","Meridian Gateway Plaza, 112-1320 Kingsway, Metro Vancouver V3C6P4","Mediterranean, Middle Eastern",1010,YES
Bubble King,FOOD COURT,"International Village Mall, Chinatown","International Village Mall, Food Court, 2023-88 West Pender Street, Vancouver V6B2L1","Bubble Tea, Beverages",10101010,YES
Oceans 999 - Pan Pacific Vancouver,FINE DINING,Downtown,"Pan Pacific Vancouver  Suite 300-999, 
Canada Place, Vancouver V6C 3B5","Pacific Northwest, Italian, Seafood",10,YES
The Meat Up,FAST CASUAL,Marpole,"7994 Granville St, Marpole, Vancouver, Vancouver",BBQ,101010,YES
Fryday,CASUAL DINING,Port Coquitlam,"2883 Shaughnessy Street, Port Coquitlam, Metro Vancouver V3C 3H1",Korean,10101010,YES
Marini Italian Foods,QUICK BITES,Fleetwood,"15151 Fraser Highway, Surrey V3R3P2","Italian, Deli",101010,YES
Old Street,FAST CASUAL,Central Burnaby,"4729 Kingsway, Burnaby, BC V5H 2C3, Burnaby",Taiwanese,10101010,YES
Chongqing Family Food,FOOD COURT,"Richmond Public Market, Richmond","Richmond Public Market, Second Floor, Food Court, 2410-8260 Westminster Highway, Richmond V6X","Fast Food, Chinese, Asian",10,YES
Tea Monarch,CAF�,Central Richmond,"175-6971 Elmbridge Way, Metro Vancouver, Richmond V7C 0A5","Cafe, Taiwanese, Bubble Tea",101010,YES
Fresh Restaurant & Lounge,CASUAL DINING,Central Richmond,"Radisson Hotel, 8181 Cambie Road, Richmond V6X3X9",Pacific Northwest,10,YES
The Beaver,BAR,Downtown,"1018 Granville Street, Vancouver V6Z1L2",Bar Food,101010,NO
Kam Ho Noodle Express,QUICK BITES,Central Richmond,"2083 - 8700 Mckim Way Richmond, BC, Richmond, Metro Vancouver, Richmond",Chinese,101010,YES
Nonna's Table Cafe & Pizzeria  - Waldorf Hotel,CASUAL DINING,"Waldorf Hotel, Grandview","Waldorf Hotel, 1489 East Hastings Street, Vancouver V5L 1S4","Italian, Pizza",10101010,NO
Plaza Premium Lounge,CAF�,Vancouver Airport,"3211 Grant McConachie Way, Richmond, Richmond",Cafe,1010,NO
Nu Nu's Sandwich Bar & Catering,QUICK BITES,Fairview,"1505 West Broadway, Vancouver V6J","Sandwich, Bakery",101010,YES
SKK Mediterranean Restaurant,QUICK BITES,Yaletown,"386 Robson Street, Vancouver V6B2B2",Mediterranean,1010,NO
Bhaia Sweets & Restaurant,QUICK BITES,Newton,"13753 72nd Avenue, Surrey V3W 2P2","Indian, Desserts",10,YES
Kitchen on the Ridge,CASUAL DINING,Maple Ridge,"22375 Lougheed Highway, Metro Vancouver V2X","Chinese, Asian",10101010,NO
Istanbul Donair,QUICK BITES,Township of Langley,"117-4061 200 Street, Langley V3A","Middle Eastern, Fast Food",1010,YES
Pho Japolo,CASUAL DINING,Kitsilano,"2807 West Broadway, Vancouver V7P 1V7","Vietnamese, Asian",10101010,YES
J. Beethoven's Pizza Gourmet,QUICK BITES,North Burnaby,"4-2909 Bainbridge Avenue, Burnaby V5A2S9",Pizza,101010,YES
Pak Tak Chui Chow,FOOD COURT,"Yaohan Centre, Central Richmond","Yaohan Centre, Food Court, 1050-3700 Number 3 Road, Richmond V6X 2C1","Fast Food, Cantonese, Chinese, Asian",10,YES
Albion Pizzeria,QUICK BITES,Maple Ridge,"103-24155 102 Avenue, Metro Vancouver V2W2A2",Pizza,1010,YES
Luscious Creations,BAKERY,Port Coquitlam,"2233 McAllister Avenue, Metro Vancouver V3C2A5",Bakery,10101010,NO
Chong Qing Qin Ma Hot Pot,CASUAL DINING,Central Burnaby,"4992 Newton Street, Burnaby V6X 4A8","Sichuan, Chinese, Asian",10,YES
FishBoat,QUICK BITES,"East Beach, White Rock","East Beach, 15513 Marine Drive, Metro Vancouver V4B1C9","Fish and Chips, Fast Food",10101010,NO
Asakusa Japanese,CASUAL DINING,"Walnut Grove Town Centre, Walnut Grove","Walnut Grove Town Centre, 8850 Walnut Grove Drive, Langley V1M2C9","Sushi, Japanese, Asian",10,YES
The Little Greek,CASUAL DINING,Guildford,"1-19110 96th Avenue, Port Kells, Surrey V4N 3R3","Greek, Pizza",10101010,YES
Little Sheep Mongolian Hot Pot,CASUAL DINING,Coquitlam,"1001-1163 Pinetree Way, Coquitlam, Coquitlam V3B 8A9",Chinese,10,YES
Aero Inn Sushi Cafe,CASUAL DINING,Vancouver Airport,"5455 Airport Road South, Richmond V7B1B5","Sushi, Asian, Japanese",10,NO
RedBeef Noodle Kitchen,CASUAL DINING,Kitsilano,"1947 W 4th Ave, Vancouver, Vancouver",Chinese,1010,YES
Omega Pizza & Wings,QUICK BITES,Port Coquitlam,"2283 McAllister Avenue, Metro Vancouver V3C3G3","Pizza, Fast Food",101010,NO
R&B Brewing Co.,BAR,Mount Pleasant,"54 East 4th Avenue, Vancouver V5T 1E8","Pacific Northwest, Pizza, Sandwich",10,YES
Chawla's,CASUAL DINING,"7500 Scott, Newton","7500 Scott, 117-7500 Scott Road, Surrey V3W3M9",Indian,1010,YES
Nana's Green Tea,QUICK BITES,Kerrisdale,"2135 W 41st Ave, Kerrisdale, Vancouver, Vancouver",Japanese,10,YES
Adria Gelato,DESSERT PARLOR,"High Gate Village, Cariboo & Lougheed","High Gate Village, Level 2, 224-7155 Kingsway, Burnaby V5E1E9","Desserts, Middle Eastern",10,NO
Agape Coffee,CAF�,"President Plaza, Central Richmond","President Plaza, 8181 Cambie Road, Richmond V6X3X9",Cafe,1010,YES
King George Pizza,QUICK BITES,Newton,"Newton Square Mall, 232-7093 King George Boulevard, Surrey V3W 5A2","Pizza, Fast Food",101010,YES
Running Chicken,CASUAL DINING,UBC,"5728 University Boulevard, Suite 206-207, Vancouver V6T","Fast Food, Fish and Chips, Sandwich",10101010,YES
Greens & Beans Deli Inc.,CASUAL DINING,New Westminster,"143 East Columbia Street, Metro Vancouver V3L3W3",Cafe,10,YES
Roof Garten,BAR,Downtown,"670 Smithe Street, Vancouver, Vancouver V6B 1E3",Canadian,10101010,NO
Royal Fortune Szechuan Restaurant,CASUAL DINING,Kensington,"3944 Fraser Street, Vancouver","Chinese, Asian",10,YES
21 Nautical Miles,BAR,Mount Pleasant,"1257 Hamilton Street, Vancouver, Vancouver V6B 6K3","Bar Food, Chinese",1010,YES
La Vallee,CASUAL DINING,Downtown,"Executive Hotel Vintage Park, 1379 Howe Street, Vancouver V6Z2R5",Canadian,10,YES
Encore Coffee & Tea,CAF�,Ambleside,"281 17th Street, West Vancouver V5Y1Z9",Cafe,101010,YES
Gelato Express,DESSERT PARLOR,Deep Cove,"4379 Gallant Avenue, North Vancouver V7G1L2","Ice Cream, Desserts",10101010,YES
Lighthouse Fresh & Tasty,QUICK BITES,"King George Plaza, Newton","King George Plaza, 8050 King George Boulevard, Surrey V3W 3C3","Indian, Canadian",10,NO
Daon Korean Cuisine,CASUAL DINING,Coquitlam,"100 Schoolhouse Street, Unit 401, Coquitlam, Coquitlam V3K 6V9",Korean,101010,NO
